DYADID,Person,PID,Day,DayOfWeek,TIME,GENDER,GenderS,AConflict,PConflict,AconflictC,PconflictC,CAAvoid,CPAvoid,woman,man,ASATISF,PSATISF,AsatisfC,PsatisfC,AconflictC_mean,PconflictC_mean,AconflictCC,PconflictCC
83,2,832,11,6,3.5,-1,Woman,1,1,-0.99,-0.99,-1.012742718,0.362257282,1,0,7,7,0.675651314,0.675651314,-0.775714286,-0.49,-0.214285714,-0.5
83,2,832,12,7,4.5,-1,Woman,1,1,-0.99,-0.99,-1.012742718,0.362257282,1,0,6.75,7,0.425651314,0.675651314,-0.775714286,-0.49,-0.214285714,-0.5
83,2,832,13,1,5.5,-1,Woman,1,1,-0.99,-0.99,-1.012742718,0.362257282,1,0,6.75,7,0.425651314,0.675651314,-0.775714286,-0.49,-0.214285714,-0.5
83,2,832,14,2,6.5,-1,Woman,1,1,-0.99,-0.99,-1.012742718,0.362257282,1,0,6.75,7,0.425651314,0.675651314,-0.775714286,-0.49,-0.214285714,-0.5
85,1,851,1,3,-6.5,1,Man,1,3,-0.99,1.01,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,1.142857143
85,1,851,2,4,-5.5,1,Man,3,1,1.01,-0.99,-1.262742718,0.737257282,0,1,4.5,7,-1.824348686,0.675651314,-0.347142857,-0.132857143,1.357142857,-0.857142857
85,1,851,3,5,-4.5,1,Man,5,5,3.01,3.01,-1.262742718,0.737257282,0,1,3.25,6,-3.074348686,-0.324348686,-0.347142857,-0.132857143,3.357142857,3.142857143
85,1,851,4,6,-3.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,1.5,7,-4.824348686,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,5,7,-2.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,1.75,7,-4.574348686,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,6,1,-1.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,6,7,-0.324348686,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,7,2,-0.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,6.75,7,0.425651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,8,3,0.5,1,Man,4,7,2.01,5.01,-1.262742718,0.737257282,0,1,3.75,5,-2.574348686,-1.324348686,-0.347142857,-0.132857143,2.357142857,5.142857143
85,1,851,9,4,1.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,10,5,2.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,11,6,3.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,12,7,4.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,6.75,0.675651314,0.425651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,13,1,5.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,1,851,14,2,6.5,1,Man,1,1,-0.99,-0.99,-1.262742718,0.737257282,0,1,7,7,0.675651314,0.675651314,-0.347142857,-0.132857143,-0.642857143,-0.857142857
85,2,852,1,3,-6.5,-1,Woman,3,1,1.01,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,1.142857143,-0.642857143
85,2,852,2,4,-5.5,-1,Woman,1,3,-0.99,1.01,0.737257282,-1.262742718,1,0,7,4.5,0.675651314,-1.824348686,-0.132857143,-0.347142857,-0.857142857,1.357142857
85,2,852,3,5,-4.5,-1,Woman,5,5,3.01,3.01,0.737257282,-1.262742718,1,0,6,3.25,-0.324348686,-3.074348686,-0.132857143,-0.347142857,3.142857143,3.357142857
85,2,852,4,6,-3.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,1.5,0.675651314,-4.824348686,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,5,7,-2.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,1.75,0.675651314,-4.574348686,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,6,1,-1.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,6,0.675651314,-0.324348686,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,7,2,-0.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,6.75,0.675651314,0.425651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,8,3,0.5,-1,Woman,7,4,5.01,2.01,0.737257282,-1.262742718,1,0,5,3.75,-1.324348686,-2.574348686,-0.132857143,-0.347142857,5.142857143,2.357142857
85,2,852,9,4,1.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,10,5,2.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,11,6,3.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,12,7,4.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,6.75,7,0.425651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,13,1,5.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
85,2,852,14,2,6.5,-1,Woman,1,1,-0.99,-0.99,0.737257282,-1.262742718,1,0,7,7,0.675651314,0.675651314,-0.132857143,-0.347142857,-0.857142857,-0.642857143
86,1,861,1,5,-6.5,1,Man,4,3,2.01,1.01,-0.137742718,0.487257282,0,1,7,5.5,0.675651314,-0.824348686,0.581428571,-0.49,1.428571429,1.5
86,1,861,2,6,-5.5,1,Man,3,1,1.01,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,0.428571429,-0.5
86,1,861,3,7,-4.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,-0.571428571,-0.5
86,1,861,4,1,-3.5,1,Man,6,3,4.01,1.01,-0.137742718,0.487257282,0,1,6,6.5,-0.324348686,0.175651314,0.581428571,-0.49,3.428571429,1.5
86,1,861,5,2,-2.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,-0.571428571,-0.5
86,1,861,6,3,-1.5,1,Man,2,3,0.01,1.01,-0.137742718,0.487257282,0,1,7,6.5,0.675651314,0.175651314,0.581428571,-0.49,-0.571428571,1.5
86,1,861,7,4,-0.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.487257282,0,1,7,6.75,0.675651314,0.425651314,0.581428571,-0.49,-0.571428571,-0.5
86,1,861,8,5,0.5,1,Man,1,2,-0.99,0.01,-0.137742718,0.487257282,0,1,7,6.75,0.675651314,0.425651314,0.581428571,-0.49,-1.571428571,0.5
86,1,861,9,6,1.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,-0.571428571,-0.5
86,1,861,10,7,2.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,-1.571428571,-0.5
86,1,861,11,1,3.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.487257282,0,1,6.5,7,0.175651314,0.675651314,0.581428571,-0.49,-0.571428571,-0.5
86,1,861,12,2,4.5,1,Man,4,1,2.01,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,1.428571429,-0.5
86,1,861,13,3,5.5,1,Man,4,1,2.01,-0.99,-0.137742718,0.487257282,0,1,6.75,6.75,0.425651314,0.425651314,0.581428571,-0.49,1.428571429,-0.5
86,1,861,14,4,6.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.487257282,0,1,7,7,0.675651314,0.675651314,0.581428571,-0.49,-1.571428571,-0.5
86,2,862,1,5,-6.5,-1,Woman,3,4,1.01,2.01,0.487257282,-0.137742718,1,0,5.5,7,-0.824348686,0.675651314,-0.49,0.581428571,1.5,1.428571429
86,2,862,2,6,-5.5,-1,Woman,1,3,-0.99,1.01,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,0.428571429
86,2,862,3,7,-4.5,-1,Woman,1,2,-0.99,0.01,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,-0.571428571
86,2,862,4,1,-3.5,-1,Woman,3,6,1.01,4.01,0.487257282,-0.137742718,1,0,6.5,6,0.175651314,-0.324348686,-0.49,0.581428571,1.5,3.428571429
86,2,862,5,2,-2.5,-1,Woman,1,2,-0.99,0.01,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,-0.571428571
86,2,862,6,3,-1.5,-1,Woman,3,2,1.01,0.01,0.487257282,-0.137742718,1,0,6.5,7,0.175651314,0.675651314,-0.49,0.581428571,1.5,-0.571428571
86,2,862,7,4,-0.5,-1,Woman,1,2,-0.99,0.01,0.487257282,-0.137742718,1,0,6.75,7,0.425651314,0.675651314,-0.49,0.581428571,-0.5,-0.571428571
86,2,862,8,5,0.5,-1,Woman,2,1,0.01,-0.99,0.487257282,-0.137742718,1,0,6.75,7,0.425651314,0.675651314,-0.49,0.581428571,0.5,-1.571428571
86,2,862,9,6,1.5,-1,Woman,1,2,-0.99,0.01,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,-0.571428571
86,2,862,10,7,2.5,-1,Woman,1,1,-0.99,-0.99,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,-1.571428571
86,2,862,11,1,3.5,-1,Woman,1,2,-0.99,0.01,0.487257282,-0.137742718,1,0,7,6.5,0.675651314,0.175651314,-0.49,0.581428571,-0.5,-0.571428571
86,2,862,12,2,4.5,-1,Woman,1,4,-0.99,2.01,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,1.428571429
86,2,862,13,3,5.5,-1,Woman,1,4,-0.99,2.01,0.487257282,-0.137742718,1,0,6.75,6.75,0.425651314,0.425651314,-0.49,0.581428571,-0.5,1.428571429
86,2,862,14,4,6.5,-1,Woman,1,1,-0.99,-0.99,0.487257282,-0.137742718,1,0,7,7,0.675651314,0.675651314,-0.49,0.581428571,-0.5,-1.571428571
87,1,871,1,5,-6.5,1,Man,4,2,2.01,0.01,-1.262742718,-1.262742718,0,1,5,5.5,-1.324348686,-0.824348686,0.373636364,-0.561428571,1.636363636,0.571428571
87,1,871,2,6,-5.5,1,Man, ,4, ,2.01,-1.262742718,-1.262742718,0,1, ,5.25, ,-1.074348686,0.373636364,-0.561428571, ,2.571428571
87,1,871,3,7,-4.5,1,Man, ,1, ,-0.99,-1.262742718,-1.262742718,0,1, ,6.25, ,-0.074348686,0.373636364,-0.561428571, ,-0.428571429
87,1,871,4,1,-3.5,1,Man, ,1, ,-0.99,-1.262742718,-1.262742718,0,1, ,7, ,0.675651314,0.373636364,-0.561428571, ,-0.428571429
87,1,871,5,2,-2.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,5,7,-1.324348686,0.675651314,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,6,3,-1.5,1,Man,3,1,1.01,-0.99,-1.262742718,-1.262742718,0,1,6.25,6,-0.074348686,-0.324348686,0.373636364,-0.561428571,0.636363636,-0.428571429
87,1,871,7,5,-0.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,5.75,6,-0.574348686,-0.324348686,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,8,6,0.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,5.5,7,-0.824348686,0.675651314,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,9,7,1.5,1,Man,3,1,1.01,-0.99,-1.262742718,-1.262742718,0,1,5.5,7,-0.824348686,0.675651314,0.373636364,-0.561428571,0.636363636,-0.428571429
87,1,871,10,1,2.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,6,6.25,-0.324348686,-0.074348686,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,11,2,3.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,5.75,6.25,-0.574348686,-0.074348686,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,12,3,4.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,5.75,6,-0.574348686,-0.324348686,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,1,871,13,4,5.5,1,Man,2,3,0.01,1.01,-1.262742718,-1.262742718,0,1,6,4.75,-0.324348686,-1.574348686,0.373636364,-0.561428571,-0.363636364,1.571428571
87,1,871,14,7,6.5,1,Man,2,1,0.01,-0.99,-1.262742718,-1.262742718,0,1,6,6,-0.324348686,-0.324348686,0.373636364,-0.561428571,-0.363636364,-0.428571429
87,2,872,1,5,-6.5,-1,Woman,2,4,0.01,2.01,-1.262742718,-1.262742718,1,0,5.5,5,-0.824348686,-1.324348686,-0.561428571,0.373636364,0.571428571,1.636363636
87,2,872,2,6,-5.5,-1,Woman,4, ,2.01, ,-1.262742718,-1.262742718,1,0,5.25, ,-1.074348686, ,-0.561428571,0.373636364,2.571428571, 
87,2,872,3,7,-4.5,-1,Woman,1, ,-0.99, ,-1.262742718,-1.262742718,1,0,6.25, ,-0.074348686, ,-0.561428571,0.373636364,-0.428571429, 
87,2,872,4,1,-3.5,-1,Woman,1, ,-0.99, ,-1.262742718,-1.262742718,1,0,7, ,0.675651314, ,-0.561428571,0.373636364,-0.428571429, 
87,2,872,5,2,-2.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,7,5,0.675651314,-1.324348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,6,3,-1.5,-1,Woman,1,3,-0.99,1.01,-1.262742718,-1.262742718,1,0,6,6.25,-0.324348686,-0.074348686,-0.561428571,0.373636364,-0.428571429,0.636363636
87,2,872,7,5,-0.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,6,5.75,-0.324348686,-0.574348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,8,6,0.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,7,5.5,0.675651314,-0.824348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,9,7,1.5,-1,Woman,1,3,-0.99,1.01,-1.262742718,-1.262742718,1,0,7,5.5,0.675651314,-0.824348686,-0.561428571,0.373636364,-0.428571429,0.636363636
87,2,872,10,1,2.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,6.25,6,-0.074348686,-0.324348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,11,2,3.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,6.25,5.75,-0.074348686,-0.574348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,12,3,4.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,6,5.75,-0.324348686,-0.574348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
87,2,872,13,4,5.5,-1,Woman,3,2,1.01,0.01,-1.262742718,-1.262742718,1,0,4.75,6,-1.574348686,-0.324348686,-0.561428571,0.373636364,1.571428571,-0.363636364
87,2,872,14,7,6.5,-1,Woman,1,2,-0.99,0.01,-1.262742718,-1.262742718,1,0,6,6,-0.324348686,-0.324348686,-0.561428571,0.373636364,-0.428571429,-0.363636364
88,1,881,1,5,-6.5,1,Man,4,2,2.01,0.01,-0.137742718,0.112257282,0,1,6.5,6.75,0.175651314,0.425651314,-0.204285714,0.581428571,2.214285714,-0.571428571
88,1,881,2,6,-5.5,1,Man,2,2,0.01,0.01,-0.137742718,0.112257282,0,1,6.5,5.75,0.175651314,-0.574348686,-0.204285714,0.581428571,0.214285714,-0.571428571
88,1,881,3,7,-4.5,1,Man,2,4,0.01,2.01,-0.137742718,0.112257282,0,1,6.5,6,0.175651314,-0.324348686,-0.204285714,0.581428571,0.214285714,1.428571429
88,1,881,4,1,-3.5,1,Man,2,1,0.01,-0.99,-0.137742718,0.112257282,0,1,6.5,6.5,0.175651314,0.175651314,-0.204285714,0.581428571,0.214285714,-1.571428571
88,1,881,5,2,-2.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,6.5,6.75,0.175651314,0.425651314,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,6,3,-1.5,1,Man,2,5,0.01,3.01,-0.137742718,0.112257282,0,1,6.5,5.75,0.175651314,-0.574348686,-0.204285714,0.581428571,0.214285714,2.428571429
88,1,881,7,4,-0.5,1,Man,4,7,2.01,5.01,-0.137742718,0.112257282,0,1,6,3.75,-0.324348686,-2.574348686,-0.204285714,0.581428571,2.214285714,4.428571429
88,1,881,8,5,0.5,1,Man,2,7,0.01,5.01,-0.137742718,0.112257282,0,1,6.5,4.5,0.175651314,-1.824348686,-0.204285714,0.581428571,0.214285714,4.428571429
88,1,881,9,6,1.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,6.5,6,0.175651314,-0.324348686,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,10,7,2.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,6.5,6.5,0.175651314,0.175651314,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,11,1,3.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,6.5,6.5,0.175651314,0.175651314,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,12,2,4.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,7,6.5,0.675651314,0.175651314,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,13,3,5.5,1,Man,1,1,-0.99,-0.99,-0.137742718,0.112257282,0,1,7,6.25,0.675651314,-0.074348686,-0.204285714,0.581428571,-0.785714286,-1.571428571
88,1,881,14,4,6.5,1,Man,1,2,-0.99,0.01,-0.137742718,0.112257282,0,1,6.75,5.5,0.425651314,-0.824348686,-0.204285714,0.581428571,-0.785714286,-0.571428571
88,2,882,1,5,-6.5,-1,Woman,2,4,0.01,2.01,0.112257282,-0.137742718,1,0,6.75,6.5,0.425651314,0.175651314,0.581428571,-0.204285714,-0.571428571,2.214285714
88,2,882,2,6,-5.5,-1,Woman,2,2,0.01,0.01,0.112257282,-0.137742718,1,0,5.75,6.5,-0.574348686,0.175651314,0.581428571,-0.204285714,-0.571428571,0.214285714
88,2,882,3,7,-4.5,-1,Woman,4,2,2.01,0.01,0.112257282,-0.137742718,1,0,6,6.5,-0.324348686,0.175651314,0.581428571,-0.204285714,1.428571429,0.214285714
88,2,882,4,1,-3.5,-1,Woman,1,2,-0.99,0.01,0.112257282,-0.137742718,1,0,6.5,6.5,0.175651314,0.175651314,0.581428571,-0.204285714,-1.571428571,0.214285714
88,2,882,5,2,-2.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6.75,6.5,0.425651314,0.175651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,6,3,-1.5,-1,Woman,5,2,3.01,0.01,0.112257282,-0.137742718,1,0,5.75,6.5,-0.574348686,0.175651314,0.581428571,-0.204285714,2.428571429,0.214285714
88,2,882,7,4,-0.5,-1,Woman,7,4,5.01,2.01,0.112257282,-0.137742718,1,0,3.75,6,-2.574348686,-0.324348686,0.581428571,-0.204285714,4.428571429,2.214285714
88,2,882,8,5,0.5,-1,Woman,7,2,5.01,0.01,0.112257282,-0.137742718,1,0,4.5,6.5,-1.824348686,0.175651314,0.581428571,-0.204285714,4.428571429,0.214285714
88,2,882,9,6,1.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6,6.5,-0.324348686,0.175651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,10,7,2.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6.5,6.5,0.175651314,0.175651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,11,1,3.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6.5,6.5,0.175651314,0.175651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,12,2,4.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6.5,7,0.175651314,0.675651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,13,3,5.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.137742718,1,0,6.25,7,-0.074348686,0.675651314,0.581428571,-0.204285714,-1.571428571,-0.785714286
88,2,882,14,4,6.5,-1,Woman,2,1,0.01,-0.99,0.112257282,-0.137742718,1,0,5.5,6.75,-0.824348686,0.425651314,0.581428571,-0.204285714,-0.571428571,-0.785714286
90,1,901,1,5,-6.5,1,Man,1,3,-0.99,1.01,-0.262742718,0.112257282,0,1,7,6.25,0.675651314,-0.074348686,-0.99,-0.704285714,1.11E-16,1.714285714
90,1,901,2,6,-5.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,3,7,-4.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,6.75,0.675651314,0.425651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,4,1,-3.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,5,2,-2.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,6.75,0.675651314,0.425651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,6,3,-1.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,7,4,-0.5,1,Man,1,2,-0.99,0.01,-0.262742718,0.112257282,0,1,7,6,0.675651314,-0.324348686,-0.99,-0.704285714,1.11E-16,0.714285714
90,1,901,8,5,0.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,9,6,1.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,10,7,2.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,6.5,0.675651314,0.175651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,11,1,3.5,1,Man,1,2,-0.99,0.01,-0.262742718,0.112257282,0,1,7,6.5,0.675651314,0.175651314,-0.99,-0.704285714,1.11E-16,0.714285714
90,1,901,12,2,4.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,6.75,0.675651314,0.425651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,13,3,5.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,7,0.675651314,0.675651314,-0.99,-0.704285714,1.11E-16,-0.285714286
90,1,901,14,4,6.5,1,Man,1,1,-0.99,-0.99,-0.262742718,0.112257282,0,1,7,6.25,0.675651314,-0.074348686,-0.99,-0.704285714,1.11E-16,-0.285714286
90,2,902,1,5,-6.5,-1,Woman,3,1,1.01,-0.99,0.112257282,-0.262742718,1,0,6.25,7,-0.074348686,0.675651314,-0.704285714,-0.99,1.714285714,1.11E-16
90,2,902,2,6,-5.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,3,7,-4.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6.75,7,0.425651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,4,1,-3.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,5,2,-2.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6.75,7,0.425651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,6,3,-1.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,7,4,-0.5,-1,Woman,2,1,0.01,-0.99,0.112257282,-0.262742718,1,0,6,7,-0.324348686,0.675651314,-0.704285714,-0.99,0.714285714,1.11E-16
90,2,902,8,5,0.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,9,6,1.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,10,7,2.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6.5,7,0.175651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,11,1,3.5,-1,Woman,2,1,0.01,-0.99,0.112257282,-0.262742718,1,0,6.5,7,0.175651314,0.675651314,-0.704285714,-0.99,0.714285714,1.11E-16
90,2,902,12,2,4.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6.75,7,0.425651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,13,3,5.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,7,7,0.675651314,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
90,2,902,14,4,6.5,-1,Woman,1,1,-0.99,-0.99,0.112257282,-0.262742718,1,0,6.25,7,-0.074348686,0.675651314,-0.704285714,-0.99,-0.285714286,1.11E-16
92,1,921,1,5,-6.5,1,Man,1,7,-0.99,5.01,-2.012742718,-0.887742718,0,1,6.75,6,0.425651314,-0.324348686,-0.847142857,-0.347142857,-0.142857143,5.357142857
92,1,921,2,6,-5.5,1,Man,1,1,-0.99,-0.99,-2.012742718,-0.887742718,0,1,7,6.5,0.675651314,0.175651314,-0.847142857,-0.347142857,-0.142857143,-0.642857143
